html_path,html_title,md_match_count,best_score,match_type,best_md_path,best_md_title,all_matches
moral-decline\00-entry-and-series-map\index.html,The Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\00-entry-and-series-map\MDA-000-series-map.html,Series Map | Moral Decline of America,0,,,,,
moral-decline\01-story-thread\index.html,The Lowe Family — Five Generations | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\The_Lowe_Family.md
moral-decline\01-story-thread\MDA-001-story-introduction.html,An American Story | Moral Decline of America,0,,,,,
moral-decline\01-story-thread\MDA-002-samuel-1900.html,When Distance Still Had Moral Weight | Moral Decline of America,0,,,,,
moral-decline\01-story-thread\MDA-008-henry-1926.html,When Voices Entered the Home | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\01-story-thread\MDA-012-william-1950.html,When Comfort Replaced Necessity | Moral Decline of America,0,,,,,
moral-decline\01-story-thread\MDA-016-thomas-1974.html,When Freedom Became Exit | Moral Decline of America,1,80,contains-title,\\192.168.2.50\z obsidian\Opus\New Folder\FREE.md,FREE,80:\\192.168.2.50\z obsidian\Opus\New Folder\FREE.md
moral-decline\01-story-thread\MDA-031-jacob-1998.html,When Place Disappeared | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\PEAR.md,PEAR,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\PEAR.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\PEAR.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\PEAR.md
moral-decline\01-story-thread\MDA-050-jacob-2025.html,When Constraint Had to Be Chosen | Moral Decline of America,0,,,,,
moral-decline\02-method-and-metrics\index.html,How to Measure a Moral System | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Mea.md,Mea,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Mea.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Mea.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Mea.md
moral-decline\02-method-and-metrics\MDA-003-measuring-moral-health.html,Can We Measure Moral Health? | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Mea.md,Mea,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Mea.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Mea.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Mea.md
moral-decline\02-method-and-metrics\MDA-006-research-method.html,How We Measure Decline | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Mea.md,Mea,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Mea.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Mea.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Mea.md
moral-decline\02-method-and-metrics\MDA-007-nine-domains.html,What America Is Made Of | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\What.md,What,80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\What.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\What.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\What.md
moral-decline\02-method-and-metrics\MDA-037-biaxiosum-audit.html,The Biaxiosum Audit | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\02-method-and-metrics\MDA-038-coherence-metric.html,The Coherence Metric | Moral Decline of America,23,100,exact-title,\\192.168.2.50\z obsidian\Opus\New Folder\THE COHERENCE METRIC.md,THE COHERENCE METRIC,100:\\192.168.2.50\z obsidian\Opus\New Folder\THE COHERENCE METRIC.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Coherence-.md
moral-decline\02-method-and-metrics\MDA-039-physics-of-coherence.html,The Physics of Coherence | Moral Decline of America,20,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md,Coherence,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Physics.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Physics-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Coherence.md
moral-decline\02-method-and-metrics\MDA-040-statistical-synthesis.html,Moral Decline by the Numbers | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\02-method-and-metrics\MDA-041-statistical-spine.html,The Statistical Spine | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\03-evidence-chronology\index.html,"America, Decade by Decade | Moral Decline of America",0,,,,,
moral-decline\03-evidence-chronology\MDA-005-empirical-evidence.html,The Empirical Evidence | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Evidence.md
moral-decline\03-evidence-chronology\MDA-009-the-1900-baseline.html,The 1900 Baseline | Moral Decline of America,7,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md,9,80:\\192.168.2.50\z obsidian\_Theophysics_v3\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Part_03_The_1900_Baseline.md; 80:\\192.168.2.50\z obsidian\Production Vault\08_RESEARCH_TOOLKIT\9.md; 80:\\192.168.2.50\z obsidian\Production Vault\Moral_America\Part_03_The_1900_Baseline.md
moral-decline\03-evidence-chronology\MDA-010-pre-modern-baseline.html,The Pre-Modern Baseline | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\03-evidence-chronology\MDA-011-collective-security-1930.html,The Age of Collective Security | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\03-evidence-chronology\MDA-013-peak-coherence-1940.html,The Crucible of Consensus | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\03-evidence-chronology\MDA-014-fissure-1950.html,The Fissure in Conformity | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\03-evidence-chronology\MDA-015-long-decline.html,The Long Decline | Moral Decline of America,4,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Part_04_The_Long_Decline.md; 80:\\192.168.2.50\z obsidian\Production Vault\Moral_America\Part_04_The_Long_Decline.md
moral-decline\03-evidence-chronology\MDA-017-unraveling-1960.html,The Unraveling Begins | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\03-evidence-chronology\MDA-018-great-decoupling-1968.html,The Great Decoupling | Moral Decline of America,9,100,exact-title,\\192.168.2.50\z obsidian\Opus\New Folder\the_great_decoupling.md,the_great_decoupling,100:\\192.168.2.50\z obsidian\Opus\New Folder\the_great_decoupling.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\1968-1973_The_Great_Decoupling.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Part_04_The_Great_Decoupling.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\RN_THE GREAT DECOUPLING.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\The_Great_Decoupling_1968-1973.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\The_Great_Decoupling_1968-1973_3.md; 80:\\192.168.2.50\z obsidian\Production Vault\History\The_Great_Decoupling_1968-1973.md
moral-decline\03-evidence-chronology\MDA-019-current-state-2024.html,Where Coherence Still Lives | Moral Decline of America,15,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md,Coherence,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Where.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Where.md
moral-decline\04-collapse-mechanisms\index.html,How the Systems Failed | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\04-collapse-mechanisms\MDA-020-phase-transition.html,When Decline Becomes Collapse | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-021-anatomy-of-phase-transition.html,Anatomy of a Phase Transition | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\Opus\New Folder\02_10_Anatomy_of_a_Phase_Transition.md,02_10_Anatomy_of_a_Phase_Transition,80:\\192.168.2.50\z obsidian\Opus\New Folder\02_10_Anatomy_of_a_Phase_Transition.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\02_10_Anatomy_of_a_Phase_Transition_2.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\[69.2] 02_10_Anatomy_of_a_Phase_Transition.md
moral-decline\04-collapse-mechanisms\MDA-022-cascade.html,The Cascade | Moral Decline of America,4,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Part_06_The_Cascade.md; 80:\\192.168.2.50\z obsidian\Production Vault\Moral_America\Part_06_The_Cascade.md
moral-decline\04-collapse-mechanisms\MDA-023-coherence-cascade.html,The Coherence Cascade | Moral Decline of America,14,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md,Coherence,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Coherence.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\_CONCEPTS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Coherence.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Coherence-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\04-collapse-mechanisms\MDA-024-semantic-collapse.html,Semantic Collapse | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-025-cognitive-decline.html,Cognitive System Stress | Moral Decline of America,0,,,,,
moral-decline\04-collapse-mechanisms\MDA-026-spiritual-collapse.html,The Spiritual and Psychological Collapse | Moral Decline of America,7,80,contains-title,\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\log.md,log,80:\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\log.md; 80:\\192.168.2.50\z obsidian\_ _ Templeton\log.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\log.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Production VAULTS\David WIKI\log.md; 80:\\192.168.2.50\z obsidian\SynologyDrive\David WIKI\log.md
moral-decline\04-collapse-mechanisms\MDA-027-signal-went-dark.html,The Signal Went Dark | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Part_06_The_Signal_Went_Dark.md
moral-decline\04-collapse-mechanisms\MDA-028-phantom-money.html,"Phantom Money, Phantom Morals | Moral Decline of America",1,80,contains-title,\\192.168.2.50\z obsidian\Opus\New Folder\Part_07_Phantom_Money_Phantom_Morals.md,Part_07_Phantom_Money_Phantom_Morals,80:\\192.168.2.50\z obsidian\Opus\New Folder\Part_07_Phantom_Money_Phantom_Morals.md
moral-decline\04-collapse-mechanisms\MDA-029-observer-collapsed.html,The Observer Collapsed | Moral Decline of America,8,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Observer.md,Observer,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Observer.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Observer.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Observer.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Observer.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Part_08_The_Observer_Collapsed.md; 80:\\192.168.2.50\z obsidian\Production Vault\99_TAG_NOTES\Observer.md
moral-decline\04-collapse-mechanisms\MDA-030-trinity-mechanism.html,Trinity-Wave Collapse | Moral Decline of America,12,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Trinity.md,Trinity,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Trinity.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Wave Collapse.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Trinity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Trinity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Trinity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Trinity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Obsidian Data Analytics\Trinity.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\99_TAG_NOTES\Trinity.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Trinity.md; 80:\\192.168.2.50\z obsidian\Archive\Theophysics_Case_for_Christ\Wave Collapse.md
moral-decline\04-collapse-mechanisms\MDA-032-why-bad-is-easier.html,Why the Bad Is Easier Than the Good | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\04-collapse-mechanisms\MDA-033-entropic-society.html,The Entropic Society | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\04-collapse-mechanisms\MDA-034-technology-entropy.html,Technology and Entropy | Moral Decline of America,18,80,contains-title,\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Entropy.md,Entropy,80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Entropy.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\Glossary\Technology.md; 80:\\192.168.2.50\z obsidian\00_Canonical_PRODUCTION_v1.0\TH_Uncategorized\Entropy.md; 80:\\192.168.2.50\z obsidian\07_PRODUCTION_CANONICAL\log.md; 80:\\192.168.2.50\z obsidian\_ _ Templeton\log.md; 80:\\192.168.2.50\z obsidian\_ Theophysics_Case_for_Christ\log.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v3\99_TAG_NOTES\Entropy-.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\04_ANALYTICS\Entropy.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Canonical_Global_Analytics\Entropy.md; 80:\\192.168.2.50\z obsidian\_Theophysics_v4 Data Vault\Global_Analytics\Entropy.md
moral-decline\04-collapse-mechanisms\MDA-035-great-reconfiguration.html,The Great Reconfiguration | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\04-collapse-mechanisms\MDA-036-regulatory-impulse-1900.html,The Regulatory Impulse | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\05-amish-and-case-studies\index.html,The Control Group | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
moral-decline\05-amish-and-case-studies\MDA-042-amish-exception-THE-CLAIM.html,The Amish Exception | Moral Decline of America,5,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Part_07_The_Amish_Exception.md; 80:\\192.168.2.50\z obsidian\Production Vault\Moral_America\Part_07_The_Amish_Exception.md
moral-decline\05-amish-and-case-studies\MDA-043-amish-proof-THE-PROOF.html,The Amish Control Case | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md
moral-decline\05-amish-and-case-studies\MDA-044-amish-control-study-THE-METHOD.html,Amish vs. America | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md,Amish,80:\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\AMISH_VS_AMERICA_CONTROL_STUDY.md
moral-decline\05-amish-and-case-studies\MDA-045-amish-control-group-THE-DATA.html,The Amish Anomaly | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md
moral-decline\05-amish-and-case-studies\MDA-046-amish-demographics-THE-NUMBERS.html,Amish Demographics | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md,Amish,80:\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Deep_Dive_Amish_Demographics_3.md
moral-decline\05-amish-and-case-studies\MDA-047-amish-tech-filter-THE-FILTER.html,The Amish Tech Filter | Moral Decline of America,3,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\Opus\New Folder\Amish.md
moral-decline\05-amish-and-case-studies\MDA-048-ordnung-algorithm-THE-MECHANISM.html,The Ordnung Algorithm | Moral Decline of America,2,80,contains-title,\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md,The.,80:\\192.168.2.50\z obsidian\_Theophysics_v3\_ARCHIVE\The..md; 80:\\192.168.2.50\z obsidian\_Theophysics_v5\_ARCHIVE\The..md
