lookup_key,count,latex_samples,paths
mchi2chijchi,2,['(\\Box + m_\\chi^2)\\chi = J_\\chi'],"['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
vchig,2,"[""\\Box\\chi + V'(\\chi) = G""]","['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
lllcchitddtifi2vchis,2,"['\\mathcal{L}_{LLC} = \\chi(t)\\left(\\frac{d}{dt}\\sum_i \\mathcal{F}_i\\right)^2 - V(\\chi, S)']","['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
zccvc1r2fcwmuwmu0,2,['Z_C \\Box C - \\frac{\\partial V}{\\partial C} + \\alpha_1 \\mathcal{R} + \\alpha_2 \\frac{\\partial f}{\\partial C} W_\\mu W^\\mu = 0'],"['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
zssvs2fswmuwmu0,2,['Z_S \\Box S - \\frac{\\partial V}{\\partial S} + \\alpha_2 \\frac{\\partial f}{\\partial S} W_\\mu W^\\mu = 0'],"['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
zffvf2ffwmuwmu0,2,['Z_F \\Box F - \\frac{\\partial V}{\\partial F} + \\alpha_2 \\frac{\\partial f}{\\partial F} W_\\mu W^\\mu = 0'],"['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
zqqvq2fqwmuwmu0,2,['Z_Q \\Box Q - \\frac{\\partial V}{\\partial Q} + \\alpha_2 \\frac{\\partial f}{\\partial Q} W_\\mu W^\\mu = 0'],"['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
muhmunu2fwnu0,2,['\\nabla_\\mu H^{\\mu\\nu} + \\alpha_2 f(\\cdot) W^\\nu = 0'],"['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
vchi12m2chi24chi4higherterms,2,['V(\\chi) = \\frac{1}{2}m^2\\chi^2 + \\frac{\\lambda}{4}\\chi^4 + \\text{higher terms}'],"['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
2t22,2,['\\Box = \\partial^2/\\partial t^2 - \\nabla^2'],"['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
jchi,2,['J_\\chi'],"['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
chixtaikxt,2,"['\\chi(x,t) = A \\exp(i(kx - \\omega t))']","['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
figmestkrqfc,2,"['\\mathcal{F}_i = \\{G, M, E, S, T, K, R, Q, F, C\\}', '\\mathcal{F}_i = {G, M, E, S, T, K, R, Q, F, C}']","['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
dchidtlt0,2,['d\\chi/dt &lt; 0'],"['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
dchidtgt0,2,['d\\chi/dt &gt; 0'],"['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
wmu,3,['W_\\mu'],"['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html', 'consciousness/consciousness-scientific-convergence.html']"
vchisst1chit2,2,"['V(\\chi, S) = \\alpha S(t)(1-\\chi(t))^2']","['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
chi1,2,['\\chi = 1'],"['consciousness/consciousness-reality-assessment-wrapped.html', 'consciousness/consciousness-reality-assessment.html']"
hbar,9,['\\hbar'],"['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html', 'forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
od,2,['\\mathcal{O}_D'],"['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html']"
c,11,"['C^*', 'C_{\\max}', '\\hat{C}', '\\lambda = c', '\\mathcal{C}']","['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html', 'convergence-deep/cdt-02-the-maxwell-moment.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-03-free-will-two-frames.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-03b-the-three-pathways.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-06-why-reality-needs-three.html', 'genesis-to-quantum/gtq-03-free-will-two-frames.html', 'revolution-of-truth/drv-03-the-cost-of-denial.html', 'subdomains/equation/Master-Equation-Complete-Derivation-Chain.html', 'subdomains/rigor/Master-Equation-Complete-Derivation-Chain.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
psi,5,"['\\Psi', '|\\Psi\\rangle']","['Introduction to Theophysics/02-the-coherence-metric.html', 'consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html', 'cross-domain/02-the-coherence-metric.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
i,4,"['\\cdot I', '\\lambda_i', '\\mathcal{I}']","['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html', 'revolution-of-truth/drv-00-the-argument.html', 'work/one-page-stories-sprint/04-approved/Formalism.html']"
e,4,"['\\mathbf{E}', '\\mathcal{E}']","['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html', 'convergence-deep/cdt-02-the-maxwell-moment.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
eproptopdesired,2,['\\mathcal{E} \\propto -\\ln(P_{\\text{desired}})'],"['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html']"
pdesired,2,['P_{\\text{desired}}'],"['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html']"
psischool,2,['\\Psi_{\\text{school}}'],"['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html']"
022g,2,"['0.22\\,g']","['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html']"
bchi,2,['\\mathcal{B}_\\chi'],"['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html']"
emc2,16,"['E = mc^2', 'E=mc^2']","['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html', 'convergence-deep/cdt-03-the-energy-that-doesnt-run-out.html', 'convergence-deep/cdt-04-the-map-that-drew-itself.html', 'forge-proofs/structural-isomorphism.html', 'formal-papers/01_foundations/paper_02.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html', 'revolution-of-truth/drv-00-the-argument.html', 'revolution-of-truth/drv-01-the-architecture.html', 'subdomains/equation/Master-Equation-Complete-Derivation-Chain.html', 'subdomains/rigor/Master-Equation-Complete-Derivation-Chain.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
h2o,2,['H_2O'],"['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html']"
c2h5oh,2,['C_2H_5OH'],"['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html']"
vzpf,2,['\\mathcal{V}_{ZPF}'],"['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html']"
etom,2,['E \\to m'],"['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html']"
g1,2,['\\mathcal{G}^{-1}'],"['consciousness/consciousness-scientific-convergence-wrapped.html', 'consciousness/consciousness-scientific-convergence.html']"
cto0,3,['C \\to 0'],"['consciousness/consciousness-scientific-convergence.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-03-free-will-two-frames.html', 'genesis-to-quantum/gtq-03-free-will-two-frames.html']"
dphidtipsispsigt,5,"['\\frac{d\\Phi}{dt} = \\alpha I(\\Psi) - \\beta S(\\Psi) + \\hat{G}(t)', '\\frac{d\\Phi}{dt} = \\alpha \\mathcal{I}(\\Psi) - \\beta S(\\Psi) + \\hat{G}(t)']","['Introduction to Theophysics/01-an-introduction-to-theophysics.html', 'MUST DO/article-template.html', 'convergence-deep/cdt-01-math-is-moral.html', 'convergence-deep/cdt-03-the-energy-that-doesnt-run-out.html', 'cross-domain/01-an-introduction-to-theophysics.html']"
erho0,3,"['\\nabla \\cdot E = \\rho/\\epsilon_0', '\\nabla \\cdot \\mathbf{E} = \\frac{\\rho}{\\epsilon_0}']","['convergence-deep/cdt-02-the-maxwell-moment.html', 'revolution-of-truth/drv-00-the-argument.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
ebt,2,['\\nabla \\times \\mathbf{E} = -\\frac{\\partial \\mathbf{B}}{\\partial t}'],"['convergence-deep/cdt-02-the-maxwell-moment.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
b0,2,"['B = 0', '\\nabla \\cdot \\mathbf{B} = 0']","['convergence-deep/cdt-02-the-maxwell-moment.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
2et2c22e,2,['\\frac{\\partial^2 \\mathbf{E}}{\\partial t^2} = c^2 \\nabla^2 \\mathbf{E}'],"['convergence-deep/cdt-02-the-maxwell-moment.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
trhols,3,"['\\nabla \\cdot T = \\rho_L/\\epsilon_s', '\\nabla \\cdot \\mathbf{T} = \\frac{\\rho_L}{\\epsilon_s}']","['convergence-deep/cdt-02-the-maxwell-moment.html', 'revolution-of-truth/drv-00-the-argument.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
twt,2,['\\nabla \\times \\mathbf{T} = -\\frac{\\partial \\mathbf{W}}{\\partial t}'],"['convergence-deep/cdt-02-the-maxwell-moment.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
2tt222t,2,['\\frac{\\partial^2 \\mathbf{T}}{\\partial t^2} = \\lambda^2 \\nabla^2 \\mathbf{T}'],"['convergence-deep/cdt-02-the-maxwell-moment.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
b,4,"['\\forall b', '\\hat{B}', '\\mathbf{B}']","['convergence-deep/cdt-02-the-maxwell-moment.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-06-why-reality-needs-three.html', 'genesis-to-quantum/intro/information-theoretic-form.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
w,3,"['\\cdot W', '\\mathbf{W}']","['convergence-deep/cdt-02-the-maxwell-moment.html', 'revolution-of-truth/drv-00-the-argument.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
rho,5,['\\rho'],"['convergence-deep/cdt-02-the-maxwell-moment.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-07a-empirical-testing.html', 'genesis-to-quantum/gtq-07a-empirical-testing.html', 'revolution-of-truth/drv-03-the-cost-of-denial.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
rhol,2,['\\rho_L'],"['convergence-deep/cdt-02-the-maxwell-moment.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
kt2,4,"['kT \\ln 2', 'kT\\ln 2']","['convergence-deep/cdt-02-the-maxwell-moment.html', 'subdomains/equation/Master-Equation-Complete-Derivation-Chain.html', 'subdomains/rigor/Master-Equation-Complete-Derivation-Chain.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
a1,2,['A = 1'],"['convergence-deep/cdt-02-the-maxwell-moment.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
gt,5,"['G(t)', '\\hat{G}(t)']","['Introduction to Theophysics/01-an-introduction-to-theophysics.html', 'convergence-deep/cdt-03-the-energy-that-doesnt-run-out.html', 'cross-domain/01-an-introduction-to-theophysics.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-07a-empirical-testing.html', 'genesis-to-quantum/gtq-07a-empirical-testing.html']"
tc,3,['T_c'],"['convergence-deep/cdt-04-the-map-that-drew-itself.html', 'genesis-to-quantum/Archive/gtq-02-the-first-quantum-state.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-02-the-first-quantum-state.html']"
10500,3,['10^{500}'],"['convergence-deep/cdt-04-the-map-that-drew-itself.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05c-why-physics-is-broken-in-two.html', 'genesis-to-quantum/gtq-05c-why-physics-is-broken-in-two.html']"
225,3,"['2 + 2 = 5', '2+2=5']","['convergence-deep/cdt-05-the-24-anti-properties.html', 'revolution-of-truth/drv-02-the-lock.html', 'revolution-of-truth/drv-03-the-cost-of-denial.html']"
s1,14,"['s = +1', 's = -1']","['convergence-deep/cdt-05-the-24-anti-properties.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-03-free-will-two-frames.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-03a-macarthur-and-the-equation.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-03b-the-three-pathways.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-08-god-doesnt-need-a-clock.html', 'genesis-to-quantum/gtq-03-free-will-two-frames.html', 'genesis-to-quantum/gtq-03a-macarthur-and-the-equation.html', 'genesis-to-quantum/gtq-03b-the-three-pathways.html', 'genesis-to-quantum/gtq-04-free-will-two-frames.html', 'genesis-to-quantum/gtq-05-macarthur-and-the-equation.html', 'genesis-to-quantum/gtq-05-macarthur-equation.html', 'genesis-to-quantum/gtq-06-three-pathways.html', 'genesis-to-quantum/gtq-08-god-doesnt-need-a-clock.html', 'genesis-to-quantum/intro/gtq-01-measurement-collapsed-reality-N.html']"
dsdtgt0,8,['dS/dt &gt; 0'],"['convergence-deep/cdt-05-the-24-anti-properties.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-04-the-day-time-began.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-08-god-doesnt-need-a-clock.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-10-the-counter-move.html', 'genesis-to-quantum/gtq-04-the-day-time-began.html', 'genesis-to-quantum/gtq-08-god-doesnt-need-a-clock.html', 'genesis-to-quantum/gtq-10-the-counter-move.html', 'genesis-to-quantum/gtq-25-counter-move.html']"
g0,9,"['G = 0', 'G=0', 'G_0']","['convergence-deep/cdt-05-the-24-anti-properties.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-03-free-will-two-frames.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-03b-the-three-pathways.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-07a-empirical-testing.html', 'genesis-to-quantum/gtq-03-free-will-two-frames.html', 'genesis-to-quantum/gtq-03b-the-three-pathways.html', 'genesis-to-quantum/gtq-07a-empirical-testing.html', 'work/one-page-stories-sprint/04-approved/Formalism.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
c0,13,"['C = 0', 'C^* = 0', 'C_0', 'c \\approx 0']","['convergence-deep/cdt-05-the-24-anti-properties.html', 'forge-proofs/structural-isomorphism.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-03-free-will-two-frames.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-03a-macarthur-and-the-equation.html', 'genesis-to-quantum/gtq-03-free-will-two-frames.html', 'genesis-to-quantum/intro/information-theoretic-form.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html', 'subdomains/equation/Master-Equation-Complete-Derivation-Chain.html', 'subdomains/rigor/Master-Equation-Complete-Derivation-Chain.html']"
dphidt,2,['\\frac{d\\Phi}{dt}'],"['Introduction to Theophysics/01-an-introduction-to-theophysics.html', 'cross-domain/01-an-introduction-to-theophysics.html']"
ipsi,2,['\\alpha \\mathcal{I}(\\Psi)'],"['Introduction to Theophysics/01-an-introduction-to-theophysics.html', 'cross-domain/01-an-introduction-to-theophysics.html']"
spsi,6,"['+S(\\Psi)', 'S(\\Psi)', 'S(Ψ)', '\\beta S(\\Psi)']","['Introduction to Theophysics/01-an-introduction-to-theophysics.html', 'cross-domain/01-an-introduction-to-theophysics.html', 'revolution-of-truth/drv-00-the-argument.html', 'subdomains/equation/Master-Equation-Complete-Derivation-Chain.html', 'subdomains/rigor/Master-Equation-Complete-Derivation-Chain.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
chiintpsiphilambdadv,2,"['\\chi = \\int \\Psi \\times \\Phi \\times \\Lambda \\, dV']","['Introduction to Theophysics/02-the-coherence-metric.html', 'cross-domain/02-the-coherence-metric.html']"
deltas,3,['\\Delta S'],"['Introduction to Theophysics/08-the-thermodynamics-of-grace.html', 'cross-domain/08-the-thermodynamics-of-grace.html', 'revolution-of-truth/drv-03-the-cost-of-denial.html']"
deltaslt0,2,['\\Delta S &lt; 0'],"['Introduction to Theophysics/08-the-thermodynamics-of-grace.html', 'cross-domain/08-the-thermodynamics-of-grace.html']"
sto,7,['S \\to \\infty'],"['duality-project/dp-00-the-null-hypothesis.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-04-the-day-time-began.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-04b-how-lies-kill.html', 'genesis-to-quantum/gtq-04-the-day-time-began.html', 'genesis-to-quantum/gtq-04b-how-lies-kill.html', 'genesis-to-quantum/gtq-10-how-lies-kill.html', 'revolution-of-truth/drv-03-the-cost-of-denial.html']"
n,3,"['\\infty - N = \\infty', '|\\phi_n\\rangle']","['duality-project/dp-08-the-atonement-paradox.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05a-trinity-mechanism.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-06-why-reality-needs-three.html']"
ve2gmr,6,['v_e = \\sqrt{2GM/r}'],"['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
gmunulambdagmunu8pigc4tmunu,9,"['G_{\\mu\\nu} + \\Lambda g_{\\mu\\nu} = \\dfrac{8\\pi G}{c^4} T_{\\mu\\nu}', 'G_{\\mu\\nu} + \\Lambda g_{\\mu\\nu} = \\frac{8\\pi G}{c^4} T_{\\mu\\nu}']","['forge-proofs/structural-isomorphism.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-05c-why-physics-is-broken-in-two.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html', 'work/one-page-stories-sprint/04-approved/7q_explained.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
fsingsmselfmworldrproximity2,6,['F_{\\text{sin}} = G_s \\dfrac{m_{\\text{self}} \\cdot m_{\\text{world}}}{r_{\\text{proximity}}^2}'],"['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
ve2gsmsinr,6,['v_e = \\sqrt{2G_s M_{\\text{sin}}/r}'],"['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
gmunulambdagracegmunu8pigscs4tmunu,6,"['\\mathcal{G}_{\\mu\\nu} + \\Lambda_{\\text{grace}}\\, g_{\\mu\\nu} = \\dfrac{8\\pi G_s}{c_s^4}\\, \\mathcal{T}_{\\mu\\nu}']","['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
gs,11,"['G = S', 'G \\gg S', 'G_s', '\\{G, S\\}']","['forge-proofs/structural-isomorphism.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-03-free-will-two-frames.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-03b-the-three-pathways.html', 'genesis-to-quantum/gtq-03-free-will-two-frames.html', 'genesis-to-quantum/intro/information-theoretic-form.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html', 'work/one-page-stories-sprint/04-approved/ten-laws-full-treatment.html']"
mself,6,['m_{\\text{self}}'],"['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
rproximity,6,['r_{\\text{proximity}}'],"['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
lambdagrace,6,['\\Lambda_{\\text{grace}}'],"['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
skb,9,['S = k_B \\ln \\Omega'],"['forge-proofs/structural-isomorphism.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-04-the-day-time-began.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-04b-how-lies-kill.html', 'genesis-to-quantum/gtq-04-the-day-time-began.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
deltasge0,7,['\\Delta S \\geq 0'],"['forge-proofs/structural-isomorphism.html', 'genesis-to-quantum/intro/information-theoretic-form.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
dsdtsigmajs,6,['\\dfrac{dS}{dt} = \\sigma - J_S'],"['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
sspiritualksaccessible,6,['S_{\\text{spiritual}} = k_s \\ln \\Omega_{\\text{accessible}}'],"['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
gspiritualdsdtphidivine,6,['G_{\\text{spiritual}} = -\\dfrac{dS}{dt} \\cdot \\Phi_{\\text{divine}}'],"['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
kb,10,['k_B'],"['forge-proofs/structural-isomorphism.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-04-the-day-time-began.html', 'genesis-to-quantum/_link-fix-backup-2026-05-05-2124/gtq-04b-how-lies-kill.html', 'genesis-to-quantum/gtq-04-the-day-time-began.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html', 'revolution-of-truth/drv-03-the-cost-of-denial.html']"
js,6,['J_S'],"['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
ssp,6,['S_{\\text{sp}}'],"['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
acc,6,['\\Omega_{\\text{acc}}'],"['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
ks,6,['k_s'],"['forge-proofs/structural-isomorphism.html', 'isomorphism/structural-isomorphi1sm.html', 'isomorphism/structural-isomorphism.html', 'isomorphism_backup_20260624_163104/structural-isomorphi1sm.html', 'isomorphism_backup_20260624_163104/structural-isomorphism.html', 'proof-architecture/pa-05-structural-isomorphism.html']"
